idx,latency_ms
1219,1.636710
1220,1.625315
1221,1.622356
1222,1.635886
1223,1.623899
1224,1.618002
1225,1.621526
1226,1.626035
1227,1.624792
1228,1.618270
1229,1.627109
1230,1.632241
1231,1.622275
1232,1.624771
1233,1.630150
1234,1.634023
1235,1.647075
1236,1.628683
1237,1.627002
1238,1.633360
1239,1.628862
1240,1.626734
1241,1.628011
1242,1.632939
1243,1.627271
1244,1.629424
1245,1.629832
1246,1.615162
1247,1.615513
1248,1.625942
1249,1.626692
1250,1.627149
1251,1.617615
1252,1.628962
1253,1.642166
1254,1.628272
1255,1.625544
1256,1.621326
1257,1.625367
1258,1.612043
1259,1.614615
1260,1.613052
1261,1.628040
1262,1.618531
1263,1.629676
1264,1.622829
1265,1.621207
1266,1.618032
1267,1.632772
1268,1.667025
1269,1.647504
1270,1.623414
1271,1.640029
1272,1.625606
1273,1.625659
1274,1.624077
1275,1.636504
1276,1.620325
1277,1.626793
1278,1.624818
1279,1.614358
1280,1.614049
1281,1.622670
1282,1.645845
1283,1.623835
1284,1.621070
1285,1.619578
1286,1.624661
1287,1.616190
1288,1.621605
1289,1.620158
1290,1.619873
1291,1.620530
1292,1.614015
1293,1.634107
1294,1.608395
1295,1.610277
1296,1.621431
1297,1.622549
1298,1.631568
1299,1.625024
1300,1.624265
1301,1.632168
1302,1.640995
1303,1.628471
1304,1.645581
1305,1.642300
1306,1.636769
1307,1.636214
1308,1.627962
1309,1.624268
1310,1.627615
1311,1.625642
1312,1.637402
1313,1.646856
1314,1.623677
1315,1.657183
1316,1.650488
1317,1.632366
1318,1.644757
1319,1.632227
1320,1.646511
1321,1.639955
1322,1.619663
1323,1.624496
1324,1.619313
1325,1.647478
1326,1.644429
1327,1.639142
1328,1.625476
1329,1.625288
1330,1.619709
1331,1.627774
1332,1.637150
1333,1.630503
1334,1.632129
1335,1.637278
1336,1.627340
1337,1.639483
1338,1.638196
1339,1.622269
1340,1.629318
1341,1.642948
1342,1.633602
1343,1.623941
1344,1.616586
1345,1.621721
1346,1.613268
1347,1.617486
1348,1.628663
1349,1.626233
1350,1.627463
1351,1.628645
1352,1.622923
1353,1.625558
1354,1.617384
1355,1.637766
1356,1.636780
1357,1.636422
1358,1.620947
1359,1.626299
1360,1.623476
1361,1.675092
1362,1.672741
1363,1.664502
1364,1.672408
1365,1.668518
1366,1.668907
1367,1.653120
1368,1.619280
1369,1.631795
1370,1.631269
1371,1.621287
1372,1.630238
1373,1.629819
1374,1.638382
1375,1.645572
1376,1.643251
1377,1.624976
1378,1.637899
1379,1.635043
1380,1.632085
1381,1.624912
1382,1.628325
1383,1.625459
1384,1.617924
1385,1.625562
1386,1.630810
1387,1.633329
1388,1.626715
1389,1.617253
1390,1.628236
1391,1.621885
1392,1.641480
1393,1.633110
1394,1.641203
1395,1.636301
1396,1.618119
1397,1.623394
1398,1.627706
1399,1.631464
1400,1.627898
1401,1.626968
1402,1.630640
1403,1.638782
1404,1.626774
1405,1.628020
1406,1.627452
1407,1.628773
1408,1.629578
1409,1.636677
1410,1.632204
1411,1.634657
1412,1.623467
1413,1.625233
1414,1.622824
1415,1.620072
1416,1.629788
1417,1.615375
1418,1.628843
1419,1.618690
1420,1.623071
1421,1.623551
1422,1.617271
1423,1.642822
1424,1.621627
1425,1.628297
1426,1.629687
1427,1.631042
1428,1.628535
1429,1.622955
1430,1.619875
1431,1.619322
1432,1.628525
1433,1.621427
1434,1.625011
1435,1.630600
1436,1.629967
1437,1.632074
1438,1.659081
1439,1.659289
1440,1.641697
1441,1.625354
1442,1.638148
1443,1.651842
1444,1.644320
1445,1.640021
1446,1.638431
1447,1.637281
1448,1.643054
1449,1.635318
1450,1.621874
1451,1.617160
1452,1.615065
1453,1.622102
1454,1.633729
1455,1.634675
1456,1.616226
1457,1.619427
1458,1.628158
1459,1.626514
1460,1.627266
1461,1.628143
1462,1.622272
1463,1.628555
1464,1.624000
1465,1.617280
1466,1.623088
1467,1.618789
1468,1.634486
1469,1.630455
1470,1.627787
1471,1.623057
1472,1.624415
1473,1.634662
1474,1.622557
1475,1.628822
1476,1.628373
1477,1.621879
1478,1.622435
1479,1.662242
1480,1.628755
1481,1.630582
1482,1.628432
1483,1.627243
1484,1.628791
1485,1.623068
1486,1.633261
1487,1.616067
1488,1.626776
1489,1.627133
1490,1.624354
1491,1.621330
1492,1.628082
1493,1.623633
1494,1.634008
1495,1.631290
1496,1.621792
1497,1.638914
1498,1.620401
1499,1.624127
1500,1.632696
1501,1.625836
1502,1.623068
1503,1.624023
1504,1.626125
1505,1.626994
1506,1.614296
1507,1.621247
1508,1.614421
1509,1.616334
1510,1.632937
1511,1.625650
1512,1.630238
1513,1.622625
1514,1.627027
1515,1.615434
1516,1.621820
1517,1.629574
1518,1.622546
1519,1.619366
1520,1.615089
1521,1.621934
1522,3.846050
1523,3.421269
1524,3.412334
1525,3.416629
1526,3.419869
1527,3.416756
1528,3.415710
1529,3.507907
1530,3.412839
1531,3.416673
1532,3.426748
1533,3.420929
1534,3.258419
1535,3.416317
1536,3.425878
1537,3.413946
1538,3.415541
1539,3.422693
1540,3.423421
1541,3.417066
1542,3.402908
1543,3.413850
1544,3.419766
1545,3.412436
1546,3.419021
1547,3.214390
1548,3.418660
1549,3.418607
1550,3.417884
1551,3.426383
1552,3.419529
1553,3.416232
1554,3.422607
1555,3.409302
1556,3.418796
1557,3.418083
1558,3.413665
1559,3.418601
1560,3.257085
1561,3.422940
1562,3.417503
1563,3.418810
1564,3.419985
1565,3.413649
1566,3.414553
1567,3.417793
1568,3.413630
1569,3.418180
1570,3.423665
1571,3.411507
1572,3.425848
1573,3.273137
1574,3.419474
1575,3.418405
1576,3.412664
1577,3.414037
1578,3.424895
1579,3.415357
1580,3.421759
1581,3.413912
1582,3.419120
1583,3.418856
1584,3.423504
1585,3.411851
1586,3.298336
1587,3.414211
1588,3.417498
1589,3.418001
1590,3.418921
1591,3.495087
1592,3.425326
1593,3.421218
1594,3.417402
1595,3.419020
1596,3.418580
1597,3.422634
1598,3.418820
1599,3.312821
1600,3.421672
1601,3.416728
1602,3.409702
1603,3.420562
1604,3.419542
1605,3.415808
1606,3.419764
1607,3.419969
1608,3.421496
1609,3.413134
1610,3.414751
1611,3.418752
1612,3.300022
1613,3.428152
1614,3.419038
1615,3.419213
1616,3.421003
1617,3.417449
1618,3.417532
1619,3.415959
1620,3.417610
1621,3.414406
1622,3.411686
1623,3.418058
1624,3.409908
1625,3.316312
1626,3.414922
1627,3.413989
1628,3.425172
1629,3.421658
1630,3.413881
1631,3.413994
1632,3.418819
1633,3.424451
1634,3.417399
1635,3.413668
1636,3.413543
1637,3.413105
1638,3.335507
1639,3.416663
1640,3.415122
1641,3.420436
1642,3.419551
1643,3.416127
1644,3.423286
1645,3.420086
1646,3.418677
1647,3.420315
1648,3.416314
1649,3.416600
1650,3.411149
1651,3.342883
1652,3.418550
1653,3.421596
1654,3.422133
1655,3.420775
1656,3.417724
1657,3.425213
1658,3.427876
1659,3.410721
1660,3.419478
1661,3.412983
1662,3.417683
1663,3.417674
1664,3.346983
1665,3.422970
1666,3.421039
1667,3.414427
1668,3.415552
1669,3.415060
1670,3.423654
1671,3.419081
1672,3.420930
1673,3.414359
1674,3.418891
1675,3.417552
1676,3.412611
1677,3.370337
1678,3.419175
1679,3.422025
1680,3.415392
1681,3.420181
1682,3.424603
1683,3.421084
1684,3.424144
1685,3.421040
1686,3.421962
1687,3.420507
1688,3.418456
1689,3.413931
1690,3.336753
1691,3.423188
1692,3.413219
1693,3.412977
1694,3.426690
1695,3.416076
1696,3.422881
1697,3.418968
1698,3.424659
1699,3.419170
1700,3.419743
1701,3.412488
1702,3.419418
1703,3.346750
1704,3.421060
1705,3.420193
1706,3.411544
1707,3.418984
1708,3.420510
1709,3.415201
1710,3.419467
1711,3.406817
1712,3.422537
1713,3.413989
1714,3.423465
1715,3.412936
1716,3.341937
1717,3.419497
1718,3.423961
1719,3.417906
1720,3.418592
1721,3.418848
1722,3.419480
1723,3.425195
1724,3.418762
1725,3.411249
1726,3.412672
1727,3.414820
1728,3.412731
1729,3.352982
1730,3.419039
1731,3.408769
1732,3.415314
1733,3.427292
1734,3.417380
1735,3.418868
1736,3.427900
1737,3.414559
1738,3.420876
1739,3.417142
1740,3.419542
1741,3.419227
1742,3.364285
1743,3.417516
1744,3.422910
1745,3.419486
1746,3.417258
1747,3.418881
1748,3.422564
1749,3.414013
1750,3.422665
1751,3.419893
1752,3.413788
1753,3.422564
1754,3.414655
1755,3.379104
1756,3.417155
1757,3.416542
1758,3.419771
1759,3.425870
1760,3.425759
1761,3.412712
1762,3.417850
1763,3.416981
1764,3.420529
1765,3.412663
1766,3.418893
1767,3.412484
1768,3.377327
1769,3.418497
1770,3.420203
1771,3.425803
1772,3.416180
1773,3.416833
1774,3.419663
1775,3.420742
1776,3.414991
1777,3.412625
1778,3.414404
1779,3.422840
1780,3.422082
1781,3.383910
1782,3.423858
1783,3.420629
1784,3.417702
1785,3.423063
1786,3.421819
1787,3.416844
1788,3.415665
1789,3.420949
1790,3.421496
1791,3.414794
1792,3.421848
1793,3.414944
1794,3.392365
1795,3.421314
1796,3.421961
1797,3.417089
1798,3.434941
1799,3.416415
1800,3.418978
1801,3.416786
1802,3.423706
1803,3.414887
1804,3.410463
1805,3.423158
1806,3.413537
1807,3.352406
1808,3.415803
1809,3.418110
1810,3.432660
1811,3.402687
1812,3.418561
1813,3.415339
1814,3.417602
1815,3.420302
1816,3.409613
1817,3.412323
1818,3.416365
1819,3.417031
1820,3.390977
1821,3.431132
1822,3.421729
1823,3.417057
1824,3.421454
1825,3.421965
1826,3.418606
1827,3.419209
1828,3.416428
1829,3.421427
1830,3.416432
1831,3.415678
1832,3.419841
1833,3.367640
1834,3.419567
1835,3.413183
1836,3.417871
1837,3.420578
1838,3.418731
1839,3.414828
1840,3.420793
1841,3.416655
1842,3.416750
1843,3.416371
1844,3.413678
1845,3.419016
1846,3.497486
1847,3.636971
1848,3.420412
1849,3.416434
1850,3.425380
1851,3.418284
1852,3.419587
1853,3.415344
1854,3.421155
1855,3.418787
1856,3.415635
1857,3.412756
1858,3.414842
1859,3.391399
1860,3.420526
1861,3.420676
1862,3.422384
1863,3.424871
1864,3.422465
1865,3.417642
1866,3.424086
1867,3.421909
