idx,latency_ms
1868,3.413492
1869,3.416825
1870,3.413592
1871,3.414897
1872,3.391190
1873,3.420146
1874,3.421851
1875,3.419131
1876,3.417905
1877,3.416273
1878,3.419799
1879,3.422115
1880,3.422718
1881,3.416652
1882,3.411738
1883,3.418905
1884,3.417839
1885,3.381727
1886,3.422660
1887,3.417622
1888,3.418897
1889,3.412889
1890,3.424924
1891,3.418921
1892,3.417714
1893,3.414591
1894,3.414582
1895,3.408862
1896,3.418452
1897,3.421063
1898,3.370563
1899,3.412686
1900,3.420193
1901,3.412207
1902,3.414569
1903,3.422061
1904,3.417140
1905,3.418091
1906,3.420855
1907,3.418937
1908,3.415754
1909,3.416764
1910,3.414623
1911,3.508284
1912,3.654265
1913,3.416258
1914,3.420207
1915,3.418059
1916,3.418292
1917,3.415541
1918,3.408256
1919,3.419116
1920,3.424692
1921,3.414287
1922,3.419755
1923,3.416219
1924,3.395285
1925,3.429014
1926,3.418748
1927,3.418051
1928,3.419854
1929,3.413408
1930,3.422014
1931,3.415565
1932,3.412401
1933,3.414987
1934,3.416289
1935,3.412797
1936,3.419632
1937,3.416990
1938,3.563761
1939,3.418121
1940,3.418434
1941,3.418046
1942,3.415157
1943,3.413093
1944,3.426889
1945,3.423061
1946,3.411453
1947,3.417687
1948,3.419864
1949,3.412601
1950,3.516211
1951,3.650007
1952,3.418291
1953,3.413572
1954,3.420816
1955,3.421560
1956,3.415100
1957,3.422445
1958,3.428070
1959,3.411041
1960,3.411281
1961,3.417389
1962,3.419228
1963,3.499284
1964,3.638511
1965,3.410731
1966,3.421792
1967,3.419148
1968,3.420439
1969,3.412484
1970,3.419893
1971,3.429523
1972,3.417507
1973,3.410732
1974,3.418675
1975,3.412484
1976,3.385143
1977,3.418636
1978,3.421831
1979,3.422330
1980,3.417378
1981,3.428468
1982,3.414581
1983,3.419088
1984,3.421630
1985,3.417167
1986,3.411271
1987,3.417823
1988,3.416037
1989,3.409731
1990,3.551359
1991,3.415892
1992,3.419749
1993,3.414405
1994,3.421298
1995,3.417755
1996,3.418963
1997,3.420777
1998,3.415526
1999,3.416018
2000,3.419905
2001,3.421895
2002,3.516267
2003,3.659511
2004,3.419603
2005,3.411021
2006,3.415459
2007,3.419686
2008,3.417805
2009,3.419558
2010,3.425933
2011,3.419248
2012,3.407194
2013,3.415774
2014,3.416292
2015,3.385688
2016,3.425629
2017,3.419048
2018,3.426725
2019,3.424795
2020,3.418868
2021,3.416956
2022,3.407991
2023,3.408909
2024,3.415420
2025,3.412727
2026,3.421686
2027,3.414929
2028,3.458685
2029,3.597088
2030,3.424679
2031,3.418981
2032,3.426903
2033,3.417779
2034,3.421551
2035,3.416221
2036,3.421389
2037,3.410850
2038,3.422048
2039,3.418680
2040,3.420743
2041,3.515245
2042,3.668377
2043,3.422835
2044,3.416699
2045,3.419507
2046,3.410496
2047,3.417921
2048,3.421579
2049,3.416102
2050,3.427028
2051,3.414378
2052,3.420315
2053,3.419995
2054,3.389294
2055,3.540327
2056,3.424757
2057,3.410916
2058,3.423825
2059,3.415115
2060,3.417382
2061,3.417270
2062,3.417605
2063,3.415703
2064,3.417623
2065,3.419161
2066,3.427842
2067,3.450693
2068,3.589264
2069,3.423239
2070,3.418872
2071,3.416772
2072,3.419857
2073,3.422579
2074,3.420333
2075,3.420901
2076,3.419685
2077,3.417885
2078,3.414610
2079,3.410486
2080,3.387878
2081,1.617678
2082,1.612527
2083,1.624972
2084,1.614481
2085,1.619840
2086,1.630453
2087,1.623132
2088,1.622875
2089,1.617418
2090,1.609092
2091,1.618444
2092,1.651852
2093,1.624959
2094,1.618210
2095,1.630200
2096,1.625384
2097,1.620080
2098,1.613382
2099,1.629061
2100,1.623824
2101,1.609187
2102,1.636478
2103,1.628598
2104,1.617313
2105,1.639006
2106,1.615249
2107,1.616871
2108,1.619965
2109,1.629264
2110,1.629517
2111,1.628981
2112,1.618543
2113,1.624540
2114,1.620298
2115,1.624958
2116,1.619121
2117,1.627064
2118,1.617901
2119,1.615268
2120,1.623351
2121,1.619807
2122,1.611894
2123,1.619245
2124,1.619562
2125,1.616370
2126,1.619622
2127,1.620764
2128,1.624209
2129,1.628724
2130,1.626719
2131,1.624125
2132,1.645636
2133,1.627109
2134,1.619244
2135,1.631924
2136,1.626369
2137,1.621766
2138,1.614501
2139,1.623146
2140,1.621892
2141,1.625456
2142,1.625381
2143,1.624654
2144,1.630854
2145,1.632397
2146,1.617100
2147,1.626288
2148,1.616802
2149,1.619568
2150,1.610335
2151,1.617468
2152,1.627631
2153,1.629027
2154,1.638847
2155,1.620105
2156,1.621709
2157,1.617454
2158,1.618680
2159,1.612605
2160,1.620725
2161,1.624456
2162,1.627021
2163,1.620117
2164,1.618876
2165,1.630288
2166,1.627994
2167,1.672620
2168,1.678442
2169,1.610266
2170,1.609229
2171,1.621807
2172,1.620591
2173,1.621103
2174,1.620316
2175,1.623790
2176,1.625896
2177,1.629241
2178,1.625104
2179,1.636971
2180,1.629595
2181,1.670376
2182,1.652061
2183,1.652593
2184,1.634026
2185,1.639049
2186,1.641360
2187,1.621138
2188,1.629559
2189,1.624434
2190,1.630064
2191,1.633702
2192,1.620928
2193,1.625013
2194,1.634392
2195,1.625705
2196,1.630356
2197,1.620444
2198,1.624226
2199,1.624177
2200,1.619663
2201,1.626343
2202,1.632068
2203,1.627704
2204,1.626553
2205,1.624626
2206,1.615314
2207,1.615769
2208,1.622745
2209,1.618963
2210,1.630410
2211,1.627661
2212,1.627207
2213,1.612622
2214,1.622788
2215,1.637691
2216,1.630823
2217,1.626789
2218,1.637613
2219,1.625267
2220,1.627594
2221,1.625791
2222,1.628857
2223,1.633315
2224,1.617813
2225,1.635121
2226,1.635413
2227,1.626166
2228,1.629705
2229,1.640958
2230,1.623316
2231,1.619694
2232,1.671897
2233,1.629323
2234,1.627566
2235,1.626750
2236,1.623476
2237,1.624818
2238,1.622489
2239,1.622435
2240,1.622909
2241,1.640253
2242,1.632843
2243,1.614033
2244,1.625089
2245,1.625346
2246,1.619311
2247,1.623907
2248,1.628123
2249,1.622183
2250,1.613711
2251,1.620238
2252,1.622685
2253,1.627254
2254,1.625561
2255,1.636502
2256,1.618865
2257,1.620203
2258,1.620341
2259,1.615452
2260,1.622912
2261,1.644039
2262,1.631259
2263,1.630645
2264,1.631311
2265,1.625374
2266,1.626059
2267,1.617248
2268,1.621101
2269,1.622509
2270,1.627565
2271,1.619113
2272,1.613145
2273,1.620552
2274,1.619624
2275,1.622318
2276,1.623614
2277,1.617028
2278,1.631421
2279,1.622054
2280,1.626678
2281,1.623733
2282,1.624481
2283,1.617297
2284,1.625315
2285,1.622011
2286,1.613952
2287,1.622615
2288,1.625246
2289,1.623749
2290,1.638081
2291,1.618655
2292,1.620194
2293,1.613636
2294,1.616200
2295,1.611753
2296,1.613336
2297,1.640004
2298,1.621306
2299,1.622257
2300,1.623364
2301,1.626344
2302,1.626883
2303,1.643307
2304,1.623836
2305,1.688281
2306,1.665361
2307,1.646355
2308,1.630340
2309,1.661808
2310,1.658040
2311,1.649362
2312,1.623007
2313,1.621435
2314,1.620114
2315,1.625456
2316,1.623511
2317,1.631352
2318,1.618427
2319,1.621474
2320,1.621655
2321,1.615583
2322,1.618553
2323,1.625295
2324,1.624595
2325,1.630910
2326,1.614478
2327,1.628457
2328,1.615986
2329,1.611822
2330,1.623234
2331,1.623652
2332,1.627908
2333,1.629113
2334,1.639790
2335,1.635366
2336,1.648067
2337,1.623088
2338,1.623244
2339,1.621707
2340,1.624642
2341,1.621539
2342,1.620806
2343,1.624298
2344,1.645580
2345,1.628077
2346,1.624789
2347,1.624775
2348,1.629820
2349,1.645714
2350,1.630276
2351,1.625092
2352,1.642124
2353,1.630472
2354,1.628331
2355,1.624844
2356,1.626812
2357,1.621452
2358,1.625214
2359,1.647395
2360,1.690293
2361,1.670943
2362,1.639379
2363,1.625234
2364,1.644588
2365,1.627256
2366,1.645738
2367,1.627964
2368,1.626873
2369,1.624401
2370,1.625599
2371,1.616602
2372,1.613161
2373,1.628248
2374,1.628924
2375,1.623355
2376,1.627560
2377,1.632176
2378,1.627898
2379,1.628669
2380,1.619160
2381,1.619229
2382,1.627801
2383,1.617905
2384,1.618629
2385,1.622188
2386,1.622729
2387,1.620005
2388,1.645538
2389,1.635937
2390,1.628548
2391,1.618344
2392,1.616627
2393,1.625925
2394,1.619513
2395,1.614593
2396,1.621179
2397,1.625879
2398,1.620521
2399,1.620280
2400,1.634987
2401,1.628933
2402,1.636582
2403,1.636276
2404,1.619949
2405,1.628669
2406,1.632435
2407,1.622600
2408,1.620023
2409,1.622296
2410,1.617165
2411,1.624021
2412,1.619695
2413,1.637689
2414,1.635985
2415,1.627676
2416,1.624650
2417,1.631080
2418,1.622025
2419,1.630704
2420,1.616993
2421,1.628910
2422,1.619051
2423,1.624996
2424,1.623282
2425,1.629922
2426,1.633712
2427,1.629432
2428,1.632592
2429,1.635825
2430,1.685651
2431,1.693773
2432,1.640072
2433,1.640100
2434,1.648509
2435,1.636253
2436,1.636893
2437,1.630231
2438,1.638301
2439,1.628719
2440,1.632112
2441,1.629004
2442,1.622721
2443,1.623650
2444,1.622595
2445,1.618086
2446,1.624623
2447,1.632620
2448,1.618988
2449,1.632619
2450,1.622206
2451,1.626101
2452,1.625237
2453,1.623286
2454,1.622074
2455,1.619791
2456,1.618607
2457,1.615360
2458,1.614505
2459,1.620033
2460,1.616782
2461,1.620173
2462,1.628311
2463,1.625363
2464,1.622489
2465,1.622969
2466,1.632616
2467,1.617947
2468,1.621914
2469,1.625669
2470,1.624802
2471,1.631591
2472,1.630747
2473,1.621766
2474,1.630654
2475,1.645886
2476,1.637364
2477,1.619329
2478,1.625766
2479,1.630482
2480,1.615976
2481,1.622309
2482,1.621825
2483,1.620878
2484,1.620426
2485,1.618714
2486,1.623689
2487,1.619796
2488,1.617596
2489,1.628033
2490,1.624720
2491,1.622577
2492,1.623282
2493,1.623481
2494,1.619346
2495,1.628228
2496,1.620337
2497,1.618628
2498,1.622568
2499,1.613569
2500,1.622757
2501,1.621832
2502,1.625985
2503,1.612996
2504,1.613208
2505,1.617628
2506,1.619116
2507,1.617906
2508,1.618025
2509,1.614659
2510,1.622854
2511,1.622624
2512,1.619267
2513,1.625311
2514,1.618331
2515,1.627966
2516,1.625554
2517,1.625194
2518,1.622631
2519,1.625113
2520,1.613949
2521,1.619043
2522,1.626756
2523,1.617929
2524,1.611315
2525,1.613188
2526,1.632363
2527,1.625157
2528,1.621954
2529,1.614625
2530,1.617703
2531,1.616149
2532,1.621227
2533,1.621392
2534,1.617815
2535,1.625187
2536,1.625506
2537,1.646138
2538,1.631868
2539,1.619318
2540,1.622817
2541,1.625906
2542,1.624180
2543,1.619344
2544,1.619632
2545,1.618901
2546,1.627180
2547,1.629789
2548,1.626971
2549,1.620564
2550,1.625128
2551,1.615026
2552,1.616508
2553,1.677603
2554,1.622197
2555,1.653936
2556,1.634712
2557,1.641425
2558,1.638778
2559,1.623556
2560,1.626829
2561,1.620640
2562,1.627142
2563,1.630600
2564,1.624836
2565,1.622330
2566,1.627421
2567,1.620503
2568,1.629418
2569,1.625266
2570,1.617605
2571,1.625508
2572,1.618125
2573,1.617072
2574,1.627652
2575,1.630375
2576,1.624380
2577,1.625410
2578,1.621801
2579,1.612956
2580,1.623795
2581,1.616376
2582,1.629498
2583,1.624206
2584,1.616593
2585,1.613290
2586,1.618042
2587,1.630805
2588,1.636014
2589,1.623269
2590,1.613708
2591,1.625215
2592,1.619039
2593,1.622251
2594,1.627252
2595,1.639477
2596,1.618924
2597,1.634172
2598,1.650093
2599,1.626719
2600,1.628189
2601,1.632138
2602,1.615087
2603,1.623984
2604,1.621511
2605,1.620580
2606,1.623844
2607,1.624329
2608,1.616426
2609,1.620142
2610,1.611102
2611,1.612924
2612,1.630941
2613,1.616562
2614,1.619014
2615,1.618365
2616,1.617156
2617,1.616047
2618,1.610407
2619,1.616288
2620,1.618230
2621,1.621949
2622,1.626245
2623,1.639406
2624,1.645008
2625,1.631303
2626,1.620169
2627,1.629959
2628,1.632409
2629,1.621191
2630,1.624033
2631,1.625147
2632,1.624305
2633,1.618063
2634,1.608326
2635,1.644106
2636,1.635839
2637,1.638545
2638,1.638399
2639,1.630202
2640,1.625308
2641,1.622721
2642,1.611258
2643,1.612580
2644,1.620363
2645,1.655861
2646,1.670087
2647,1.665944
2648,1.627430
2649,1.640468
2650,1.630106
2651,1.619820
2652,1.614134
2653,1.616860
2654,1.612195
2655,1.670430
2656,1.642584
2657,1.627949
2658,1.631248
2659,1.623192
2660,1.640526
2661,1.645292
2662,1.625036
2663,1.630336
2664,1.627000
2665,1.657292
2666,1.618066
2667,1.610939
2668,1.631925
2669,1.628857
2670,1.631170
2671,1.621029
2672,1.613652
2673,1.618051
2674,1.632635
2675,1.624537
2676,1.663935
2677,1.647622
2678,1.625452
2679,1.633177
2680,1.635394
2681,1.622032
2682,1.617072
2683,1.619675
2684,1.621603
2685,1.621788
2686,1.621414
2687,1.616803
2688,1.610854
2689,1.617042
2690,1.626565
2691,1.620003
2692,1.619773
2693,1.623380
2694,1.626030
2695,1.631393
2696,1.625441
2697,1.623076
2698,1.628425
2699,1.628560
2700,1.620939
2701,1.625544
2702,1.608473
2703,1.627392
2704,1.625637
2705,1.617665
2706,1.633296
2707,1.654690
2708,1.623796
2709,1.623108
2710,1.619325
2711,1.624348
2712,1.620974
2713,1.621761
2714,1.629838
2715,1.619450
2716,1.623109
2717,1.635722
2718,1.627635
2719,1.621844
2720,1.620671
2721,1.628973
2722,1.649550
2723,1.640984
2724,1.627621
2725,1.633395
2726,1.629692
2727,1.626043
2728,1.625098
2729,1.618359
2730,1.622495
2731,1.621781
2732,1.615144
2733,1.626532
2734,1.625428
2735,1.620563
2736,1.639935
2737,1.624072
2738,1.620587
2739,1.630074
2740,1.612839
2741,1.613634
2742,1.633041
2743,1.627024
2744,1.621343
2745,1.625077
2746,1.628632
2747,1.630520
2748,1.633718
2749,1.627202
2750,1.615186
2751,1.617668
2752,1.621015
2753,1.619522
2754,1.624331
2755,1.624422
2756,1.622321
2757,1.618090
2758,1.620733
2759,1.627921
2760,1.625133
2761,1.621026
2762,1.626351
2763,1.620277
2764,1.619624
2765,1.621715
2766,1.619730
2767,1.625236
2768,1.615166
2769,1.614558
2770,1.619668
2771,1.613888
2772,1.621948
2773,1.627751
2774,1.611876
2775,1.615446
2776,1.626634
2777,1.619408
2778,1.617348
2779,1.614694
2780,1.621080
2781,1.620610
2782,1.620451
2783,1.647153
2784,1.636447
2785,1.632055
2786,1.634612
2787,1.620890
2788,1.632647
2789,1.629397
2790,1.624453
2791,1.615983
2792,1.618939
2793,1.622388
2794,1.617667
2795,1.623486
2796,1.617364
2797,1.626282
2798,1.626886
2799,1.647830
2800,1.646728
2801,1.645906
2802,1.640810
2803,1.623545
2804,1.662551
2805,1.617656
2806,1.614109
2807,1.627428
2808,1.627551
2809,1.633563
2810,1.628313
2811,1.622974
2812,1.624906
2813,1.619309
2814,1.622915
2815,1.620747
2816,1.626459
2817,1.618680
2818,1.627116
2819,1.618072
2820,1.616145
2821,1.638252
2822,1.632447
2823,1.623891
2824,1.614017
2825,1.616133
2826,1.615593
2827,1.635548
2828,1.625583
2829,1.629324
2830,1.615230
2831,1.623071
2832,1.618722
2833,1.629209
2834,1.631450
2835,1.632420
2836,1.629289
2837,1.626917
2838,1.630684
2839,1.621014
2840,1.641574
2841,1.637958
2842,1.622371
2843,1.623375
2844,1.613841
2845,1.632986
2846,1.621123
2847,1.645534
2848,1.626210
2849,1.619573
2850,1.616440
2851,1.626135
2852,1.617519
2853,1.629914
2854,1.625338
2855,1.616205
2856,1.627626
2857,1.627864
2858,1.633592
2859,1.640283
2860,1.617130
2861,1.631479
2862,1.625351
2863,1.638533
2864,1.627814
2865,1.622178
2866,1.630470
2867,1.626016
2868,1.620143
2869,1.622488
2870,1.623551
2871,1.622977
2872,1.638697
2873,1.631178
2874,1.621128
2875,1.642965
2876,1.614344
2877,1.629816
2878,1.630173
2879,1.625927
2880,1.629244
2881,1.626678
2882,1.630616
2883,1.632941
2884,1.632754
2885,1.624284
2886,1.621494
2887,1.622542
2888,1.637687
2889,1.622911
2890,1.628097
2891,1.624213
2892,1.620408
2893,1.624596
2894,1.628425
2895,1.620133
2896,1.624512
2897,1.623252
2898,1.628071
2899,1.629972
2900,1.617200
2901,1.621763
2902,1.624837
2903,1.618286
2904,1.623077
2905,1.631464
2906,1.622269
2907,1.643334
2908,1.622354
2909,1.636678
2910,1.621048
2911,1.625430
2912,1.623868
2913,1.629703
2914,1.614573
2915,1.616151
2916,1.627017
2917,1.625171
2918,1.634659
2919,1.621876
2920,1.626455
2921,1.632175
2922,1.631438
2923,1.645503
2924,1.664362
2925,1.636050
2926,1.636239
2927,1.636415
2928,1.642705
2929,1.625356
2930,1.619264
2931,1.613604
2932,1.623552
2933,1.629113
2934,1.629512
2935,1.613277
2936,1.617383
2937,1.625969
2938,1.623556
2939,1.658794
2940,1.640089
2941,1.627233
2942,1.634321
2943,1.630843
2944,1.638180
2945,1.635110
2946,1.630916
2947,1.627964
2948,1.628115
2949,1.629118
2950,1.637071
2951,1.625792
2952,1.625424
2953,1.641022
2954,1.624761
2955,1.632525
2956,1.633835
2957,1.637376
2958,1.640033
2959,1.624327
2960,1.629417
2961,1.655413
2962,1.642913
2963,1.645921
2964,1.648867
2965,1.626297
2966,1.634128
2967,1.621841
2968,1.632293
2969,1.629743
2970,1.639987
2971,1.630525
2972,1.635898
2973,1.620405
2974,1.672991
2975,1.679295
2976,1.662056
2977,1.607092
2978,1.646086
2979,1.629536
2980,1.631190
2981,1.629900
2982,1.617542
2983,1.634938
2984,1.621219
2985,1.623581
2986,1.627236
2987,1.626454
2988,1.628055
2989,1.618591
2990,1.625268
2991,1.617304
2992,1.619221
2993,1.615315
2994,1.625579
2995,1.627930
2996,1.624561
2997,1.623835
2998,1.620274
2999,1.617384
3000,1.623693
3001,1.631084
3002,1.621748
3003,1.615230
3004,1.624504
3005,1.629950
3006,1.618297
3007,1.633320
3008,1.618976
3009,1.619543
3010,1.620003
3011,1.625625
3012,1.626720
3013,1.611528
3014,1.619875
3015,1.617746
3016,1.620127
3017,1.628217
3018,1.637823
3019,1.629201
3020,1.643869
3021,1.627512
3022,1.620180
3023,1.625576
3024,1.625106
3025,1.622764
3026,1.624055
3027,1.623569
3028,1.627188
3029,1.628156
3030,1.658145
3031,1.643149
3032,1.633126
3033,1.620074
3034,1.625214
3035,1.618405
3036,1.624341
3037,1.621552
3038,1.621338
3039,1.623241
3040,1.623892
3041,1.620392
3042,1.627156
3043,1.618544
3044,1.646744
3045,1.676312
3046,1.663632
3047,1.655192
3048,1.628017
3049,1.623547
3050,1.630331
3051,1.628464
3052,1.643829
3053,1.621308
3054,1.625079
3055,1.625417
3056,1.624798
3057,1.628063
3058,1.624061
3059,1.613891
3060,1.613258
3061,1.619474
3062,1.623741
3063,1.616288
3064,1.623109
3065,1.613494
3066,1.631709
3067,1.621124
3068,1.611757
3069,1.619073
3070,1.619162
3071,1.622846
3072,1.618978
3073,1.619696
3074,1.618163
3075,1.623563
3076,1.625992
3077,1.634252
3078,1.629289
3079,1.622135
3080,1.631048
3081,1.626734
3082,1.633570
3083,1.626337
3084,1.618696
3085,1.617559
3086,1.645354
3087,1.624655
3088,1.614196
3089,1.611107
3090,1.633705
3091,1.622780
3092,1.639154
3093,1.632647
3094,1.639203
3095,1.638604
3096,1.628249
3097,1.624996
3098,1.614318
3099,1.623945
3100,1.630623
3101,1.621897
3102,1.621223
3103,1.623653
3104,1.617993
3105,1.622946
3106,1.630479
3107,1.630276
3108,1.626022
3109,1.632364
3110,1.631686
3111,1.615537
3112,1.618884
3113,1.626478
3114,1.627734
3115,1.631597
3116,1.639910
3117,1.634140
3118,1.619486
3119,1.626832
3120,1.614960
3121,1.623650
3122,1.626678
3123,1.631128
3124,1.616364
3125,1.632829
3126,1.624723
3127,1.614960
3128,1.613461
3129,1.621196
3130,1.654209
3131,1.631096
3132,1.615526
3133,1.616401
3134,1.624237
3135,1.648756
3136,1.624396
3137,1.623587
3138,1.620975
3139,1.623906
3140,1.622127
3141,1.626973
3142,1.634007
3143,1.626631
3144,1.622549
3145,1.617150
3146,1.624128
3147,1.619450
3148,1.621873
3149,1.620637
3150,1.612530
3151,1.615136
3152,1.617575
3153,1.622541
3154,1.636423
3155,1.625243
3156,1.635373
3157,1.623435
3158,1.625513
3159,1.613444
3160,1.628492
3161,1.622285
3162,1.625928
3163,1.624609
3164,1.624835
3165,1.614789
3166,1.621492
3167,1.623237
3168,1.627500
3169,1.618603
3170,1.655013
3171,1.633444
3172,1.640854
3173,1.634687
3174,1.647828
3175,1.622961
3176,1.619281
3177,1.619677
3178,1.626716
3179,1.616739
3180,1.620741
3181,1.628205
3182,1.629834
3183,1.615451
3184,1.628732
3185,1.627892
3186,1.626190
3187,1.633677
3188,1.622206
3189,1.627593
3190,1.619570
3191,1.618010
3192,1.614928
3193,1.621348
3194,1.617332
3195,1.630073
3196,1.611555
3197,1.623869
3198,1.622560
3199,1.619577
3200,1.616222
3201,1.620379
3202,1.629116
3203,1.635367
3204,1.628861
3205,1.637055
3206,1.618910
3207,1.622262
3208,1.617054
3209,1.635922
3210,1.622982
3211,1.623283
3212,1.623137
3213,1.618773
3214,1.623435
3215,1.614568
3216,1.624564
3217,1.613784
3218,1.638149
3219,1.632661
3220,1.623131
3221,1.614728
3222,1.620472
3223,1.612102
3224,1.612611
3225,1.609284
3226,1.622280
3227,1.626446
3228,1.627240
3229,1.615086
3230,1.623713
3231,1.625891
3232,1.614376
3233,1.615056
3234,1.625986
3235,1.622839
3236,1.613434
3237,1.623697
3238,1.618875
3239,1.621633
3240,1.638235
3241,1.633705
3242,1.621375
3243,1.632666
3244,1.615783
3245,1.625940
3246,1.637112
3247,1.624092
3248,1.625785
3249,1.621245
3250,1.622888
3251,1.626226
3252,1.630370
3253,1.628853
3254,1.628654
3255,1.630906
3256,1.626490
3257,1.622947
3258,1.626565
3259,1.628816
3260,1.616700
3261,1.623168
3262,1.617639
3263,1.627517
3264,1.629926
3265,1.631240
3266,1.624629
3267,1.642248
3268,1.619890
3269,1.623162
3270,1.627714
3271,1.621139
3272,1.618934
3273,1.626763
3274,1.636750
3275,1.634564
3276,1.619617
3277,1.638589
3278,1.626576
3279,1.623798
3280,1.632188
3281,1.629358
3282,1.622229
3283,1.627714
3284,1.619928
3285,1.617532
3286,1.628711
3287,1.631332
3288,1.632362
3289,1.630377
3290,1.631048
3291,1.636568
3292,1.625963
3293,1.627961
3294,1.650673
3295,1.641044
3296,1.631892
3297,1.626356
3298,1.639161
3299,1.631325
3300,1.629453
3301,1.622814
3302,1.646287
3303,1.626523
3304,1.628011
3305,1.632676
3306,1.632865
3307,1.634311
3308,1.635324
3309,1.634969
3310,1.630037
3311,1.629359
3312,1.621298
3313,1.619980
3314,1.624933
3315,1.627771
3316,1.633669
3317,1.627216
3318,1.622202
3319,1.627645
3320,1.640942
3321,1.713423
3322,1.641132
3323,1.637234
3324,1.673075
3325,1.639607
3326,1.665536
3327,1.628292
3328,1.617327
3329,1.635828
3330,1.633476
3331,1.633658
3332,1.636724
3333,1.628523
3334,1.630015
3335,1.625708
3336,1.634077
3337,1.634279
3338,1.631032
3339,1.618982
3340,1.624421
3341,1.632288
3342,1.625252
3343,1.628610
3344,1.630815
3345,1.627433
3346,1.622652
3347,1.624518
3348,1.624159
3349,1.626020
3350,1.620687
3351,1.625124
3352,1.618408
3353,1.624593
3354,1.628902
3355,1.626948
3356,1.624872
3357,1.634829
3358,1.628030
3359,1.628868
3360,1.631077
3361,1.627758
3362,1.632298
3363,1.638091
3364,1.619618
3365,1.624461
3366,1.637000
3367,1.627444
3368,1.624514
3369,1.627066
3370,1.626010
3371,1.630346
3372,1.634187
3373,1.635904
3374,1.626025
3375,1.622436
3376,1.622019
3377,1.618382
3378,1.634360
3379,1.619354
3380,1.635466
3381,1.629884
3382,1.621236
3383,1.629249
3384,1.629071
3385,1.633579
3386,1.621075
3387,1.630523
3388,1.631565
3389,1.626204
3390,1.618515
3391,1.634782
3392,1.624720
3393,1.616589
3394,1.622507
3395,1.628398
3396,1.636034
3397,1.627464
3398,1.626643
3399,1.631239
3400,1.641755
3401,1.620394
3402,1.626749
3403,1.634695
3404,1.627208
3405,1.618358
3406,1.629412
3407,1.622082
3408,1.637120
3409,1.621577
3410,1.637501
3411,1.629287
3412,1.629768
3413,1.636550
3414,1.634983
3415,1.620512
3416,1.629925
3417,1.655305
3418,1.643392
3419,1.641756
3420,1.635374
3421,1.648481
3422,1.631874
3423,1.643073
3424,1.637093
3425,1.630753
3426,1.627353
3427,1.621268
3428,1.633071
3429,1.622945
3430,1.622096
3431,1.620198
3432,1.626413
3433,1.620207
3434,1.627839
3435,1.628116
3436,1.625591
3437,1.630555
3438,1.631224
3439,1.624649
3440,1.644129
3441,1.629804
3442,1.646775
3443,1.634094
3444,1.629333
3445,1.634326
3446,1.626794
3447,1.617231
3448,1.632217
3449,1.673583
3450,1.633060
3451,1.629167
3452,1.636849
3453,1.652441
3454,1.641735
3455,1.621420
3456,1.624017
3457,1.628882
3458,1.622695
3459,1.642438
3460,1.640814
3461,1.642808
3462,1.636467
3463,1.622004
3464,1.623539
3465,1.629239
3466,1.620612
3467,1.625117
3468,1.633592
3469,1.633761
3470,1.624579
3471,1.633494
3472,1.628358
3473,1.624281
3474,1.629429
3475,1.623348
3476,1.626492
3477,1.626514
3478,1.630806
3479,1.635109
3480,1.630396
3481,1.629585
3482,1.635357
3483,1.625078
3484,1.637073
3485,1.627595
3486,1.629346
3487,1.630007
3488,1.637682
3489,1.649215
3490,1.617389
3491,1.620213
3492,1.631992
3493,1.631126
3494,1.621225
3495,1.624662
3496,1.625264
3497,1.619593
3498,1.619404
3499,1.630261
3500,1.619520
3501,1.624611
3502,1.630228
3503,1.631032
3504,1.614578
3505,1.617483
3506,1.630325
3507,1.616041
3508,1.622664
3509,1.618061
3510,1.621946
3511,1.625791
3512,1.619981
3513,1.616552
3514,1.628697
3515,1.623459
3516,1.616386
3517,1.621736
3518,1.621154
3519,1.615113
3520,1.619697
3521,1.613516
3522,1.613737
3523,1.627406
3524,1.615673
3525,1.616041
3526,1.611779
3527,1.621879
3528,1.620821
3529,1.620138
3530,1.618689
3531,1.631435
3532,1.626196
3533,1.623204
3534,1.626218
3535,1.628430
3536,1.627800
3537,1.619622
3538,1.613008
3539,1.623252
3540,1.687254
3541,1.652918
3542,1.657555
3543,1.638553
3544,1.633143
3545,1.638187
3546,1.626526
3547,1.634268
3548,1.655327
3549,1.630410
3550,1.619301
3551,1.632186
3552,1.620001
3553,1.626667
3554,1.634287
3555,1.629386
3556,1.621066
3557,1.620633
3558,1.615853
3559,1.616103
3560,1.621069
3561,1.619937
3562,1.616716
3563,1.631898
3564,1.619835
3565,1.618835
3566,1.617756
3567,1.652397
3568,1.617877
3569,1.617578
3570,1.619439
3571,1.625109
3572,1.622348
3573,1.618732
3574,1.624659
3575,1.617843
3576,1.623711
3577,1.644618
3578,1.655886
3579,1.635569
3580,1.624205
3581,1.626309
3582,1.627132
3583,1.632877
3584,1.627273
3585,1.627584
3586,1.623502
3587,1.622748
3588,1.678934
3589,1.684356
3590,1.628302
3591,1.629705
3592,1.626720
3593,1.617869
3594,1.630862
3595,1.616980
3596,1.620051
3597,1.628949
3598,1.621913
3599,1.623888
3600,1.622267
3601,1.619944
3602,1.618409
3603,1.619371
3604,1.624306
3605,1.626275
3606,1.618882
3607,1.640366
3608,1.621847
3609,1.630499
3610,1.619252
3611,1.612488
3612,1.616919
3613,1.620732
3614,1.620885
3615,1.615466
